id,revision,category,date,title,place,region,summary,source,sourceUrl,archivedAt
index-8de124af2c89570e,d5b4e2a23111bc98,indexed,2024-07-11,Два медведя растерзали женщину на севере Петербурга. Одного хищника застрелила полиция,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Мегаполис — Городская сеть информирования и взаимопомощи,https://news.google.com/rss/articles/CBMivgFBVV95cUxQMm1lbWMxYmNIMGNjN2VjS2NNam5tQ0dWZEZwQTBFc1J1WUwwaXlXYkJNV1ZkdmpGYWpzaVZfZTAyU3J3VmNrT1JyOUY0WEhxUWlDWFRrYkpGWFZ4S0JxeVh2NHJhVlJVNmZySUFZMWxpRnJOdkhrS3paVWxPb0pxSC1GTTdRRlRla0V5MzFhT0RuZGFSY1lmazRzc0hVSFEweGtBNXZXMFNhSENKNldnOTBaU0dnbHVPaFhxWGVn?oc=5,2026-09-24T18:54:30+00:00
index-8f01d0cf4a5e118a,844897013deb33ce,indexed,2024-07-10,"Медведя, который гулял по Кимрам, усыпили и перевезут подальше в лес - ТИА",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",TverNews,https://news.google.com/rss/articles/CBMiR0FVX3lxTE1KZXZwVExiQWNsdGo5N0p6NTdGaUxweDN4dEVLWTE3YVZ5NHZYRU5EWjAta3A0NllybTNCdFBXcmVfQTJjYlRV?oc=5,2026-09-24T18:54:30+00:00
index-39537eb31ec1525f,5a6d389041108130,indexed,2024-07-09,Медведь вышел к российским туристам на Ивановских озерах в Хакасии,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiSkFVX3lxTE1xbDhBMExNbjZOSUVnRzZ0SU90dkNtcVJBUHpLNERIMnE4Q2s3QTB6VDFKQldzdXlmWk1QV1ptOUpsVGRaVDNqdDBB?oc=5,2026-09-24T18:54:30+00:00
index-470874c66a830142,e88d945c51730717,indexed,2024-07-06,Туристы встретились с медведем на Ивановских озёрах,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Abakan.ru,https://news.google.com/rss/articles/CBMivgFBVV95cUxPTjd0Tm5VX28zZFoxSE9ZWXVxUHp4aHZEQ0lldjdJWUdZZmpLRGlfcUd1d2xJdXlZZFp5akdmTGp3QTJ6aGdaM3VvOTV3NGJsRFRTTU1pOUVyM19TVElPcE1nR2tlZG9FTFR0a21GTWFsUmtqV0dkcmg1YmtqaGU4ZW9INGRRTHlFMWNIVWtSVGRzRVdhZlFTaFU5YnR3aC1GRjFiR05FcTVfNVBmR2pwU0ZkZS14alFnMElSVDFB?oc=5,2026-09-24T18:54:30+00:00
index-f17026fdc2b6b306,fdd2e240ef0761e1,indexed,2024-07-05,Нападение медведя на мужчину с ребенком в Новосибирской области оказалось фейком,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",URA.RU,https://news.google.com/rss/articles/CBMiR0FVX3lxTE11OUtvZGlUaTBVbGg3RE0yRGIzSmkyTUVBUDFYSmNjOXg2NXIwUVlOaDBTME54RlA1eVlFLXNZOWV0cVBVaFRz?oc=5,2026-09-24T18:54:30+00:00
index-55618977da41ef48,ee892b8ceafd7ecd,indexed,2024-07-05,Что известно о нападении медведя на мужчину в Калужской области?,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Знамя Калуга,https://news.google.com/rss/articles/CBMipAFBVV95cUxOTGtvRk5MUzRpME9IUUpDQjEwT2N6Q1lzcVFaVWREckJTOFczM3RWU2ZYMW5LajRvZWd3SXQ1c24wYjdUbWgyYzR4T1Jxdmo3THExUzdMVEd0V1NVTXpZTzFxZXY2ajlzbGdwR2FFUl93T1ZpRUNPOXdlVXBFTzh6b0ZNZzFGeVNPbkJSMnhKVHpQM1ZCSDVRWlptSVgyQVdIUGk3bQ?oc=5,2026-09-24T18:54:30+00:00
index-7bcb074e9e69368a,ed04e83898808297,indexed,2024-07-05,В соседней Калужской области медведь насмерть загрыз человека,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",1tulatv.ru,https://news.google.com/rss/articles/CBMiogFBVV95cUxOQ0NBTmw1MklnQlNRYWJWQ2NzZWtjdGVKellGS1Noa2MxeF9MUTZLRGVjLWtBU0xpZTJNRGEwc0ZPdzdMcVp2YVIzOUZLTGl0RHNlV1ppNWpsVW9DaWt2bmdCWDU5UnVnR3FpXzFGYTVrU1Z6b0M5amdEbGFfRl94NUl3VFBrd01zbWIySHBLbzFVTjhEakpSWTNvV09zRG02RGfSAacBQVVfeXFMTWt0YS1FdzZ6aHJTNkFRSnBtTzh3MEtTWm4zeGVRemZibFZJS3VvSzNHWm0xT19FWW5IUFFGYml1cnd4NHlZSmhYcmw5Q3pUWjQ1NlZfT05kNDBvX1NrOFVZZjZaWjR6VjYxQUZUdmcyTFNZa2RKZGw1NEVVN2tIR3dyVU9vS1JJMGxjXzF6ZVg3VHJrTldIRW5HcmV0eXhsaTM3UGZFUWs?oc=5,2026-09-24T18:54:30+00:00
index-5dbd390793d1bf52,9030806fcb0a6b63,indexed,2024-07-05,Медведь загрыз человека в соседнем с Тульской областью регионе,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",MySlo,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPNkNVM2d2N2VEN1RQM0NPTTZuNXl2QVcydTIwRW1YNkhEMGdINVB0OEtJeXFoUUtLZmdFOFpYVUhDbHpLTG8wN2VxQU8ycVZhNG5uNVdfMElmQnZWYmx3WFVYbDZvazA5WmFKbC1EZnFuNTNkTVluTXlhQ1VOTG52eV9YZFpmM0pyelR3N19abWhNejJHTnFoVENmeEtKanBjZXFNSDEyRFXSAa4BQVVfeXFMTzVlUkg5VVR0TWFKRVlsZ0FDVldkMDdkLWlhQlBoRlNrd3pUYzItR1NZWEVWcWJJb2xvM1U3ZzNVREE0OTNQYjl2blBlcWdReEtncEFaSzdRM2FCdjJlWUFTZlUxRENkLVExNklWaTlkV2lJeHNUcnRlQUpWczA5c3pEbWt1c0JuTldLRV9TNkQ1MzR5dEFZTlFiNVhlYWx3UmV3OGhFTmJfV3Z2eFJB?oc=5,2026-09-24T18:54:30+00:00
index-8dbcd5d973523f7d,be7703dff45ac15b,indexed,2024-07-05,"«Не успел убежать». Медведь загрыз мужчину, гулявшего с собаками (18+)",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Daily Карелия,https://news.google.com/rss/articles/CBMilwFBVV95cUxPNWhyQVVwRWhGSDZSTDVBaFFIZ094clVwUFFPMGIzY0JMN013MG52TVBOSFBGeHhzQnE3dHlKbnhxTkdfcW1GQ3FxVktmNURBWnJLT3ZDWVltTFdITVJOSm9JQy1BMmJnMXRuLWtXVVg5d2NKS0xZLW43M3h6Ml9tMi02YXNWVWJKZHB3dlpzTHRNNWVWSEhB?oc=5,2026-09-24T18:54:30+00:00
index-d729675520fa7206,7ecace94842b1be1,indexed,2024-07-04,В Калужской области медведь загрыз мужчину,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Ника ТВ,https://news.google.com/rss/articles/CBMiigFBVV95cUxQWV9Vc2R5c1ItVHFOeVhJU0tXNXlZRkwwY2JWRWI3OVZTMmE2dkJ1aFlabFhObV94YmM1bjNNTlZRU1hJeHZ0TFBCSVgtLVBZSFFESzFNaFdaZUVhdk1DR2tVY0FxTlBweFQtT2hVeXk0QnJIY1hON1Z6WG9hWFhkVXZvcWxwLWRsYkE?oc=5,2026-09-24T18:54:30+00:00
index-df9636887f0efe41,21023dea25015803,indexed,2024-07-04,В Усть-Илимском и Братском районах медведи вышли к поселкам,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Твой Иркутск,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9pNzhPaUk3MFVVZWFxNjQwSFlFY1JwZlJ4OWJuTWUyTzJNbXZsZlJleXo3NXp4eDRPZURQbFNIU29yLXg5aVNQR2ZiSy1XeUNk?oc=5,2026-09-24T18:54:30+00:00
index-7b342ff16c34742f,db89d352482f3e74,indexed,2024-07-04,"Медведь, тигр и дракон: в центре Владивостока появился новый мурал",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",primpress.ru,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5nVy05eVhObXJtdzF3N3pabnVxLXpYcHRhNDhIUDNrOTd0U0VQTTlZQWR2M3RMODhYWVZIME8ybzd0bzljZ0x6anpmQQ?oc=5,2026-09-24T18:54:30+00:00
index-73a5d0dd2f00b364,a7ecff53f9e09397,indexed,2024-07-03,Вышел третий сезон «Медведя»,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Meduza,https://news.google.com/rss/articles/CBMic0FVX3lxTE1aa2dLZ1JvSG5idlJaYXR5VnV2UWxxRjkzQl9LREFaR0pVdy16XzFBdjFoSlhlVkNPOHpLV2ZldmswSm5JSVhQbTMzbEFTQjNRLXNYNU9BYzF0R0tYckcxQV83SGZrYmdTVkE1STNHQW43X1HSAXhBVV95cUxPQkhra0JucFh4WkJmZm1PVUo3TmRpbWFOUWUyYU5mN1NVaGNoM05aaktyYXVLS3NBNmVjcHpXaFpKWF9nVW15NFk0X0xLa01ZYWhjZVZZdzNlMTc1NVJuTmNaZFRwVTFja29XV2toVEtCMTJ5SUZ6SXg?oc=5,2026-09-24T18:54:30+00:00
index-5d506e12036bdca7,2f85dc4233654849,indexed,2024-07-02,"Медведь напал на мужчину в Кузбассе, но искать его не будут — почему",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ngs42.ru,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5taTR2TlZtbG01UXR1NnlBRURDRjN1bHlwODVSVVpIZkU3V3pBbS1xV19ldk9XQ2RXY0l1RU1HTlNxeEVXYTVFMVFCWlpnWkJXZ1VhQVdIMnJjUmRyeXh3?oc=5,2026-09-24T18:54:30+00:00
index-a2485c64a5d799d5,feddfbbd95107be6,indexed,2024-07-01,«Нападет на следующего». Медведь вышел на трассу и пытался отобрать тапки у водителя,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Daily Карелия,https://news.google.com/rss/articles/CBMisAFBVV95cUxNZUZOalFtOUgzRFdvVnZkakhXalBsYzQtNmRZM0FtaTdSdlZrOEpfdmtTdjA5T1I5NWEwS0hydFNuT2dfazNoNGxkUXNFdThCUm05OHA1LV80YVphYjhnVEstbzJqVnM4ME9SQlRLU3Y3SnZQc2JxTlhsRUx6dUljMVhLcUdxeFZzYU1BNUZtTHhuUWZhVXRsZEQ1T1hIWUJzbUhzYWMwT1MydXFTUzNTSQ?oc=5,2026-09-24T18:54:30+00:00
index-5d332c740e740b18,06143464455502ee,indexed,2024-07-01,За неделю зафиксировали пять случаев выхода медведей к населенным пунктам Иркутской области,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Твой Иркутск,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9mQjJTZjVNN1hfQ1FOTEFQRDZaWVZtYXAwZGo3cDc2dkVMVFZyMWdjRVdwbjN0dnViT20xcURmclZaRmFnSnV3ZjdJelVlWURo?oc=5,2026-09-24T18:54:30+00:00
index-0faf70d28fc35e62,04ffe742ba73d16a,indexed,2024-07-01,Вышел третий сезон «Медведя» — это сеанс психотерапии с элементами кулинарного шоу,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Лайфхакер,https://news.google.com/rss/articles/CBMiTEFVX3lxTE9PZ1UtWm5oYl9CZmdrUGo1dXhnVkJOcjhGNkQ4MW1VNXdXdG5jR1Rod1JzNDEwcGJ4cXpPS3B4NWNCUVV0T2pKMWRNb0LSAVJBVV95cUxNbHluRGdHU1BHZzlJekU3YXRuS016eXdSelE2OHhuRno0enNyb2VKTG5sRWhXYnZJalVlb1Q5RS10aEJtVGJucTVleWcwTFYzLXF3?oc=5,2026-09-24T18:54:30+00:00
index-f9e6ecc02554352b,9843c81f67420731,indexed,2024-06-28,"Тигр, медведь и дракон: мурал в честь поездок Владимира Путина в КНДР появился во Владивостоке",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",vladivostok1.ru,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBzSTNKME9mTmVLcHJuakpaSjB1aXNQbGNOTjBZZlE5LURJQ1FoSTZYRktOc3JvenktbXFWVFB5c3RwZkNqVlE5blMzUW43bHVGalVCZ0dVaXZiZGdXaDB4MlVpM1hjZw?oc=5,2026-09-24T18:54:30+00:00
index-65d0f7eae2752266,28d08765fe4ffcad,indexed,2024-06-26,"«Один разрыл могилу, другой гонялся за людьми»: на кладбищах Тынды застрелили двух опасных медведей",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Амурская Служба Новостей,https://news.google.com/rss/articles/CBMiS0FVX3lxTE11dHRlRUc1c2ppRm5IWFVlSWRPS3RhczRhUG9JdHpaMWFYVENBVjhRUE1tM2hIaE9qakxsUHJlVU84UFgyc0Q4VWZNWQ?oc=5,2026-09-24T18:54:30+00:00
index-6284357956274ce6,a6793c1e2f3b0430,indexed,2024-06-25,"Ко мне медведь пришел, убралась называется»: к матери, которая приехала на могилу сына, пришел дикий зверь | УРА.РУ",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1jQjluc1VycTZkN3ByTkpCV1hWcWg5eVRyLWlkaTJPLTJmd3d6eDY1aDJpNEJMLUM5MVd5RnBMai1jSXJBR0syY25zcnduNU04TXdiQkU5NW9ncVJSV0NXSUxB?oc=5,2026-09-24T18:54:30+00:00
index-b0d0f0a82d99d467,73ebc7c8d4d96d77,indexed,2024-06-24,В румынском курортном городе медведь напал на супругов из Молдовы,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",NewsMaker.md,https://news.google.com/rss/articles/CBMikgFBVV95cUxQMjJpWGlyaUZERXVldTN3MzZwa1MyZmpZaEpnSGV0dzdUci1fQ0ZqYmpXVmNqejlDbU9aMktnZGt6S1ZwOGV4SmVCd3E0R2lFRW14V2g3R0VBVHlWM2ZxcUhrRGtUb0VteVpDTkdBdmVJOW9yZ2tkSU5wVWhucUpuTlhURlFpaFpkM1c3Q0xFZWM3QQ?oc=5,2026-09-24T18:54:30+00:00
index-b6a21486a9a6f109,b71c6aca3d3e64d6,indexed,2024-06-23,Бежали из леса втроем как ошпаренные. В Борисовском районе медведи начали выходить к людям,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Минская правда,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQU3VVSElKWTNIY0ZtSGlRQUV4Z0tGYllYenZybWw0bHhweVF6VXR4WFUyemFqVFQyWkxwOWRVR0FZcUdHXzNSS2IybjJvLXYzb1lpTE5fM0UwT1R6a0J4VnNiWVdNVWI1akxmQUdRVHV0aFhFWkdQOFhsdTZyazBRbTVRY09YdFVsbWdlYWRfX25XY2JjTzgwSFJBcXc2M0FObGhOYXdNSlVWUUFkNXZnZjZLeEZhb2Q3cnNr?oc=5,2026-09-24T18:54:30+00:00
index-12fb927a4a468081,83d2d4a0a6c9a16c,indexed,2024-06-17,"«Тем временем в России»: в Иркутской области нашествие медведей, один был замечен на кладбище",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Вокруг света,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPRHJlMG9jSUxGRmpMbFg2RUdSMGljOG1fMmRLaWJIZzVJNTBtZ2pWVnhxQ0xoYUtKQlI1X0YyZG53MGowOHFZRjZKZ0owSmxsTVF4ck9fNXhmdThUeHUzOHNjX2QwcVFwdFpNMnZFQzNuWTZBd0NVWW1sWGROcS1ZSmY0WHZ6UjBXanNQR0RwTUdMcUxWRmJIMHF0d2JCWDd3Y29tUGx2TXVXTVduMUdlOFJVV0ktRGVZVExNSGtjbDJZM3JPdmRfZDdZZDVfbEdDVTYwbldB?oc=5,2026-09-24T18:54:30+00:00
index-6e0a6368c9f0e5e9,87a0a969227ce672,indexed,2024-06-17,Медведя заметили на кладбище в поселке Магистральный Казачинско-Ленского района,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Твой Иркутск,https://news.google.com/rss/articles/CBMiUkFVX3lxTFB4cnZ2QzM0WVZibEpHbjg1Sm85blR5X2pkcWtVRmlBWW5XNmJyV0tUSk1iR3M2eGNvbXpkVnoyRTFGZXF5a1NqSzlwcTh0MGkwZ0E?oc=5,2026-09-24T18:54:30+00:00
index-1d17f2351dd8c123,77a15d28ab853e4c,indexed,2024-06-12,Лосей и медведей заметили в окрестностях Истры,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",REGIONS.ru,https://news.google.com/rss/articles/CBMiigFBVV95cUxPU3lIV1pzeUl0NkphMWtkcWpfXzBZYkVGRTRFRHVXeHFvVWQyZWJRbWZXOHItang4b2RueEJiRUFNOXRJX3AwaFpRQmN3MXlkU1VmLXFBVER4OF9nd3ZzdG4xTUZfTERPQWVxNm5rR1dqSTd3SXBZQ2ljUlR3NnpUdnJwUjJHOXVNa2c?oc=5,2026-09-24T18:54:30+00:00
index-7c3cbf68feb05add,8e8766049281d29d,indexed,2024-06-11,Медведя заметили на проезжей части Мельничного тракта в Иркутском районе,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Твой Иркутск,https://news.google.com/rss/articles/CBMiT0FVX3lxTFA2MG5GSktiUWotRGQ5SVlLR2FXSFFvaVFHUHZMcFEyVXlIY05yb3oyTm1BNkZBTU03eUpUUVdFYzhReVVRQjdEQzI3bkt3Z2s?oc=5,2026-09-24T18:54:30+00:00
index-2eb79bd65a854a42,4c7d00e00f71a89f,indexed,2024-06-10,"В Бурятии рассказали, как спастись от медведя",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Arigus.tv,https://news.google.com/rss/articles/CBMijAFBVV95cUxPeFotYWFVSXJZQW9NUVRNbTNkcy1DbWhuNnlFTWRINlVWX3NNdk13dmVwQWZFdFYxelJNZmh1eXZPZzZ4aVpXTkxuRmUwdkp6RFJHdkRic3ZWUWhCcjRUWlBYZlZfOXlxbm1zcTlXYjFmaVlGQ2Rja2d6YXFwMDZONzBwY1dMb21MZkM3aA?oc=5,2026-09-24T18:54:30+00:00
index-6cf946080c0a0381,64e1c5b80f72142d,indexed,2024-06-08,Медведи вышли на группу людей в Алтайском крае,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ВКонтакте,https://news.google.com/rss/articles/CBMiS0FVX3lxTE45YlMzRUFjZFhfamRVWERLRTRKRUhPTTJ2UVRQZVNUd2tYMDFCdDFuZVhTal9Od2czTF9DY0N1ekt5cmpYZFNIWk1Daw?oc=5,2026-09-24T18:54:30+00:00
index-b302198126fcc588,9b25024944060047,indexed,2024-06-04,Медведь напал на мужчину в Армении,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",newsarmenia.am,https://news.google.com/rss/articles/CBMif0FVX3lxTE91RWNoV2NUS1BGWFgxX1pvTXRqVG1PNFl0MFZGTjA4NlZQMVNHaFdSZEVYejhvZTBWcjB3YzU3SkE3LTZzYWVEbTZDQXgzd1BuMVZZQUZHWDF3eWpBeU1Nd2J3bEFhMEF0M0RGVlloUEY1RGctNmFKWEVEdk1iVFE?oc=5,2026-09-24T18:54:30+00:00
index-36c93c9c30d74644,ba52cc658821d0b0,indexed,2024-05-31,Медведь напал на сборщика орехов,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Daily Карелия,https://news.google.com/rss/articles/CBMiakFVX3lxTE9fci1rR0pCY1A5bUszQjdkMF8zRzBJeUJzdkdqb0NVMno0Q29xV1pEUjk1ZXBXQXhWMUI3ZDZEVGVlSmVDRGxRS0M2LXV2eFdaQVhzaEZLZlRXNUtuNXNMQ1hsWDRjTXpWbFE?oc=5,2026-09-24T18:54:30+00:00
index-3a6cf846f972563d,9d4328c023dbf0c7,indexed,2024-05-30,"Сначала подумали, что собака: медведь напал на 15-летнего подростка-инвалида",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Вокруг света,https://news.google.com/rss/articles/CBMivwFBVV95cUxNbEpmeGtHMm13bnpYU0pObXpoQmJmMTg3a1ZrX2hsUjhtWDU4eEFjcEtBbkJCaVNYOFAtSGdkSzJrU2pwMXhfbXN6c1l2UWlTUkpaNHFKUExsYmc0Z2EyTUN0MXBLMG9vZTRtNnZlSmNsN1BWZElOeHJCa0lua0ZnOE1VTHdaNkp6ODhSTERjVGc5X1dmdFplMkR3VDRFMF80dU5SdTVLZnpJcFVvMkRFcWZkSnlSSG9nZkN3cEhUWQ?oc=5,2026-09-24T18:54:30+00:00
index-225d517af5dc448f,1479fa06549bd924,indexed,2024-05-30,Медведь был замечен в окрестностях города Елизово на Камчатке,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",kamtoday.ru,https://news.google.com/rss/articles/CBMiowFBVV95cUxPckFxZ1hsSVpHX2Z4T19XcjFuYjVRbHVmTnB6U3BlYmQ2bXJHTkNuMzlNTFgwQkNJNHg1NUpUMUQteWw3YVhFaWF5aGlMREdLb3FJOHVTV21JajRaLS1xTkpvOThTMUJRaWllNG5ZYVY5eVhxM0Vwb2NudG1BZTNuUnA1NTFVSnJ3ZTN3cUJvX1NpME5oYVN3SUZKOUU1OTF0MWg4?oc=5,2026-09-24T18:54:30+00:00
index-de00dcdf60b692e3,641caa5ac1162753,indexed,2024-05-29,"На окраине Серова видели медвежьи следы, а на кладбище кто-то съел собаку Бабку",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",serovglobus.ru,https://news.google.com/rss/articles/CBMisgFBVV95cUxPZkRGZDY5aUUwZjdoejlrSDB3NHhhdS0wX0xHNzJSTUx1d0diMUJ5eTZqaTd5Y0I1WFRMandlZzNLUUxFNUNwRHVpald5OE5wd3lnakE1ZTZfS25TQ3R6eHg5bm5TTUJUN0NNVGlMWFRRMkdqSGtoeEpwRDFsMzMza3QxTFBXTTViSmwzQW41NVlCZGhNdTRiN0s3bUlHZ25VVHdWY09pQlR1TDVCVXlVVTBR0gG3AUFVX3lxTFBwcWQ3Sl9NLTJoa3RIY0gzM1EtNUNQSXp4dVBMd09RRlV1a0YzQmFYSXpzNzJyVmt3T0JlQVdqbi1wZTh0eXp6REV1X0JkMW5ZdUtad3hPNnNuTWg4MUpoa2d1Q21XZmtxYXdac3AtazN2cW1XTWphM3Z5LThDcElGa2JTekhlUk5VZ1NkNWhJR3M4TUVSRkY2S2RVTEQ2ZVdvRTA1Tk5zOEhxNUZrWUlHVzhnUDFiWQ?oc=5,2026-09-24T18:54:30+00:00
index-3212caf3c9a1323b,9f635ea9fb39fc61,indexed,2024-05-28,Браконьеры застрелили медведей из природного заказника на Камчатке,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Сноб,https://news.google.com/rss/articles/CBMikwFBVV95cUxQcDBxVlZ2RVk1R2dwOEtxMzM5TjE0QkN2MEJRcUJOSnZYNFNhdzY2WWpQZkVXaEptbXJyMEhaREM1SzdKWUNQQ1RMM3c2MHM0UnA1aUtXSTJEVXNTUXpVRTBzV2FNcjJjTjNhU3ZRek5ka0VfMjlpNDhlVkNMN3h5LWU4Q0JjQTRSZFRFVkI1dDFuM1E?oc=5,2026-09-24T18:54:30+00:00
index-d39d54abc0ac50f8,fbd50fecd13384d3,indexed,2024-05-26,В Словакии частые нападения медведей на людей,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",vreme.com,https://news.google.com/rss/articles/CBMifkFVX3lxTE9DaWxiT1pwYmNZb1RGRHNDQm4yNGZDOEZPRjdTdEhhZFR2TGZMZ0JqSkJvdGYySGVaZml6T0VBQ3R3YXRYRlQyUEdlNmxQdzlneFZVUU5xTG83dU9VWEZaQzE3WVdGVzBLZWxvQU0teElxVTE1dG5SVlJHeTZoQQ?oc=5,2026-09-24T18:54:30+00:00
index-f30f1746c3c02fff,bb2749e04c9c2f10,indexed,2024-05-26,"«Хорошо, что не медведи»: дикие кабаны вышли к людям под Новосибирском — видео",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",нгс.новости,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBHVi1OYnNzUGx4QXEyQ0lFTzM0WXVVMzI1N2hiN2VsTldlOTJtLUVWSUtMNmpHR2VPcFpDcmtjNGdVWnB2UTltT0hqeWxhYm16R1o0eklsb0VPR1lv?oc=5,2026-09-24T18:54:30+00:00
index-e085e922e2b33c50,5defe96469d6710b,indexed,2024-05-25,В лесу Инзенского района встретили бурого медведя,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Улпресса - все новости Ульяновска,https://news.google.com/rss/articles/CBMiigFBVV95cUxPRTlXdlVfLVRBTWxpQm5NMmtHa28tV1V3bzN4eGFKUTdkd25LNnNDWU1xRnNIYjBLM1AyelZtc0h2ekRUcXlIY0laaWFuRk1YRHR6aFFlckEyYW9janhNQXl0Q3J4UFpIaVRzTnczQkVSQUhfSTBFMDZXZ1k3ejh3aTNfRmFGYjJhU2fSAZIBQVVfeXFMTzRZZWhORWxmTGg0a2JsMkdycGJfUDktc01HeFVaSmlKaTJsQklYMTVhYVBLaDJjSWh0Y3AzOEtHVVl2WjR4d3ZtWlFCZWVTVTAtdVhRMGhPbmlnbVdsdUlQZlRSWW9WSzYyMzhTLW9SNDBiTThVaEV2dnJMekVfX3RwOUo0UElJSWNkSTFXZ2hCY3c?oc=5,2026-09-24T18:54:30+00:00
index-e24d3df3a14ace3c,bf025d32c63b2241,indexed,2024-05-25,"Скороговорка дня: пришел медведь к броду, встал на колоду, бултых в воду...",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiSkFVX3lxTFA1bnB0d1FibXR6VTFhT0VaNVdHVUpWc28yWHJod2syUUdPUC1qQWh1R1Q5VGpGVlNIU1FSd09rVGFkNUxFUWVHWDN3?oc=5,2026-09-24T18:54:30+00:00
